70 5
1 2 0
1 3 38
1 4 93
1 5 74
1 6 12
1 7 9
1 8 83
1 9 41
1 10 35
1 11 58
1 12 10
1 13 45
1 14 44
1 15 23
1 16 80
1 17 13
1 18 24
1 19 17
1 20 76
1 21 4
1 22 52
1 23 6
1 24 19
1 25 53
1 26 100
1 27 82
1 28 59
1 29 5
1 30 89
1 31 50
1 32 70
1 33 53
1 34 26
1 35 46
1 36 79
1 37 31
1 38 79
1 39 50
1 40 64
1 41 92
1 42 23
1 43 4
1 44 31
1 45 99
1 46 54
1 47 67
1 48 35
1 49 72
1 50 71
1 51 40
1 52 69
1 53 83
1 54 83
1 55 51
1 56 19
1 57 83
1 58 47
1 59 68
1 60 51
1 61 44
1 62 89
1 63 64
1 64 72
1 65 25
1 66 29
1 67 65
1 68 50
1 69 42
1 70 71
2 3 80
2 4 30
2 5 33
2 6 30
2 7 89
2 8 71
2 9 1
2 10 13
2 11 87
2 12 68
2 13 75
2 14 76
2 15 14
2 16 86
2 17 32
2 18 36
2 19 47
2 20 56
2 21 7
2 22 98
2 23 40
2 24 36
2 25 56
2 26 93
2 27 99
2 28 57
2 29 34
2 30 8
2 31 62
2 32 24
2 33 11
2 34 37
2 35 79
2 36 18
2 37 72
2 38 90
2 39 4
2 40 12
2 41 24
2 42 84
2 43 59
2 44 75
2 45 59
2 46 73
2 47 59
2 48 10
2 49 90
2 50 77
2 51 33
2 52 44
2 53 85
2 54 42
2 55 36
2 56 55
2 57 82
2 58 49
2 59 99
2 60 17
2 61 78
2 62 74
2 63 67
2 64 70
2 65 22
2 66 55
2 67 23
2 68 82
2 69 33
2 70 21
3 4 78
3 5 28
3 6 89
3 7 81
3 8 53
3 9 51
3 10 89
3 11 80
3 12 34
3 13 36
3 14 19
3 15 71
3 16 67
3 17 19
3 18 58
3 19 87
3 20 68
3 21 57
3 22 5
3 23 69
3 24 44
3 25 55
3 26 27
3 27 17
3 28 82
3 29 28
3 30 54
3 31 88
3 32 89
3 33 15
3 34 13
3 35 35
3 36 87
3 37 29
3 38 38
3 39 56
3 40 34
3 41 41
3 42 32
3 43 61
3 44 64
3 45 31
3 46 43
3 47 11
3 48 50
3 49 71
3 50 96
3 51 57
3 52 98
3 53 67
3 54 64
3 55 24
3 56 91
3 57 57
3 58 60
3 59 78
3 60 34
3 61 17
3 62 72
3 63 37
3 64 48
3 65 38
3 66 4
