70 10
1 2 64
1 3 80
1 4 62
1 5 84
1 6 44
1 7 93
1 8 48
1 9 69
1 10 58
1 11 53
1 12 77
1 13 7
1 14 10
1 15 79
1 16 23
1 17 63
1 18 60
1 19 54
1 20 60
1 21 51
1 22 63
1 23 65
1 24 17
1 25 49
1 26 77
1 27 29
1 28 68
1 29 46
1 30 77
1 31 37
1 32 11
1 33 74
1 34 28
1 35 68
1 36 43
1 37 36
1 38 66
1 39 59
1 40 34
1 41 24
1 42 26
1 43 51
1 44 63
1 45 73
1 46 17
1 47 29
1 48 9
1 49 38
1 50 84
1 51 99
1 52 84
1 53 11
1 54 45
1 55 2
1 56 3
1 57 10
1 58 21
1 59 90
1 60 46
1 61 62
1 62 99
1 63 48
1 64 88
1 65 78
1 66 50
1 67 69
1 68 0
1 69 42
1 70 59
2 3 80
2 4 61
2 5 6
2 6 39
2 7 99
2 8 66
2 9 42
2 10 44
2 11 1
2 12 62
2 13 97
2 14 9
2 15 54
2 16 26
2 17 60
2 18 58
2 19 88
2 20 92
2 21 76
2 22 8
2 23 23
2 24 98
2 25 2
2 26 93
2 27 74
2 28 72
2 29 54
2 30 73
2 31 10
2 32 95
2 33 33
2 34 27
2 35 85
2 36 91
2 37 100
2 38 32
2 39 78
2 40 30
2 41 3
2 42 96
2 43 43
2 44 0
2 45 59
2 46 53
2 47 76
2 48 69
2 49 88
2 50 89
2 51 6
2 52 77
2 53 56
2 54 75
2 55 57
2 56 83
2 57 50
2 58 17
2 59 41
2 60 86
2 61 37
2 62 31
2 63 85
2 64 26
2 65 80
2 66 54
2 67 59
2 68 8
2 69 12
2 70 30
3 4 5
3 5 38
3 6 52
3 7 31
3 8 55
3 9 6
3 10 3
3 11 69
3 12 95
3 13 97
3 14 51
3 15 93
3 16 58
3 17 24
3 18 58
3 19 93
3 20 19
3 21 16
3 22 19
3 23 0
3 24 3
3 25 21
3 26 50
3 27 32
3 28 7
3 29 99
3 30 46
3 31 93
3 32 71
3 33 9
3 34 46
3 35 62
3 36 73
3 37 49
3 38 100
3 39 18
3 40 45
3 41 19
3 42 89
3 43 67
3 44 25
3 45 88
3 46 41
3 47 7
3 48 69
3 49 47
3 50 30
3 51 61
3 52 83
3 53 25
3 54 22
3 55 77
3 56 74
3 57 29
3 58 46
3 59 89
3 60 55
3 61 39
3 62 37
3 63 12
3 64 48
3 65 62
3 66 4
3 67 86
3 68 3
3 69 93
3 70 27
4 5 93
4 6 55
4 7 76
4 8 19
4 9 82
4 10 94
4 11 30
4 12 24
4 13 36
4 14 4
4 15 49
4 16 11
4 17 12
4 18 38
4 19 28
4 20 93
4 21 33
4 22 98
4 23 35
4 24 8
4 25 28
4 26 97
4 27 80
4 28 43
4 29 9
4 30 43
4 31 64
4 32 26
4 33 35
4 34 14
4 35 11
4 36 1
4 37 22
4 38 26
4 39 43
4 40 19
4 41 29
4 42 58
4 43 77
4 44 49
4 45 13
4 46 25
4 47 52
4 48 34
4 49 90
4 50 83
4 51 44
4 52 32
4 53 47
4 54 49
4 55 77
4 56 24
4 57 51
4 58 29
4 59 65
4 60 7
4 61 31
4 62 96
4 63 46
4 64 78
4 65 46
4 66 77
4 67 64
4 68 11
4 69 72
4 70 94
5 6 70
5 7 17
5 8 45
5 9 60
5 10 13
5 11 63
5 12 1
5 13 11
5 14 25
5 15 26
5 16 99
5 17 47
5 18 12
5 19 43
5 20 32
5 21 96
5 22 39
5 23 55
5 24 47
5 25 14
5 26 15
5 27 51
5 28 20
5 29 71
5 30 19
5 31 85
5 32 90
5 33 5
5 34 19
5 35 62
5 36 7
5 37 21
