50 5
1 2 88
1 3 73
1 4 93
1 5 87
1 6 40
1 7 87
1 8 17
1 9 39
1 10 68
1 11 70
1 12 47
1 13 74
1 14 67
1 15 37
1 16 82
1 17 46
1 18 67
1 19 55
1 20 82
1 21 21
1 22 23
1 23 91
1 24 7
1 25 62
1 26 10
1 27 58
1 28 77
1 29 100
1 30 53
1 31 3
1 32 29
1 33 44
1 34 80
1 35 33
1 36 50
1 37 12
1 38 2
1 39 98
1 40 9
1 41 9
1 42 34
1 43 5
1 44 41
1 45 91
1 46 66
1 47 55
1 48 93
1 49 25
1 50 24
2 3 17
2 4 53
2 5 12
2 6 47
2 7 77
2 8 39
2 9 78
2 10 93
2 11 77
2 12 30
2 13 0
2 14 97
2 15 76
2 16 69
2 17 40
2 18 20
2 19 47
2 20 51
2 21 92
2 22 80
2 23 22
2 24 52
2 25 45
2 26 92
2 27 65
2 28 80
2 29 95
2 30 65
2 31 72
2 32 10
2 33 21
2 34 14
2 35 87
2 36 67
2 37 13
2 38 68
2 39 22
2 40 20
2 41 27
2 42 19
2 43 36
2 44 62
2 45 5
2 46 48
2 47 39
2 48 66
2 49 35
2 50 53
3 4 54
3 5 39
3 6 37
3 7 92
3 8 44
3 9 90
3 10 28
3 11 44
3 12 21
3 13 32
3 14 90
3 15 92
3 16 24
3 17 81
3 18 21
3 19 8
3 20 23
3 21 74
3 22 13
3 23 92
3 24 99
3 25 71
3 26 78
3 27 2
3 28 45
3 29 87
3 30 84
3 31 90
3 32 38
3 33 58
3 34 66
3 35 37
3 36 100
3 37 90
3 38 9
3 39 83
3 40 80
3 41 68
3 42 65
3 43 95
3 44 14
3 45 99
3 46 1
3 47 76
3 48 40
3 49 67
3 50 39
4 5 6
4 6 62
4 7 85
4 8 44
4 9 45
4 10 0
4 11 45
4 12 45
4 13 45
4 14 64
4 15 54
4 16 33
4 17 5
4 18 15
4 19 25
4 20 38
4 21 57
4 22 75
4 23 70
4 24 70
4 25 62
4 26 77
4 27 5
4 28 76
4 29 68
4 30 58
4 31 55
4 32 72
4 33 74
4 34 83
4 35 99
4 36 36
4 37 34
4 38 13
4 39 93
4 40 62
4 41 50
4 42 12
4 43 79
4 44 54
4 45 73
4 46 52
4 47 71
4 48 36
4 49 34
4 50 92
5 6 81
5 7 28
5 8 27
5 9 34
5 10 57
5 11 63
5 12 4
5 13 97
5 14 94
5 15 42
5 16 78
5 17 35
5 18 68
5 19 27
5 20 14
5 21 20
5 22 89
5 23 29
5 24 42
5 25 84
5 26 73
5 27 17
5 28 50
5 29 58
5 30 38
5 31 33
5 32 69
5 33 20
5 34 78
5 35 11
5 36 89
5 37 10
5 38 91
5 39 75
5 40 94
5 41 6
5 42 70
5 43 47
5 44 24
5 45 15
5 46 80
5 47 60
5 48 45
5 49 37
5 50 70
6 7 11
6 8 6
6 9 25
6 10 38
6 11 65
6 12 49
6 13 28
6 14 61
6 15 3
6 16 6
6 17 31
6 18 57
6 19 33
6 20 80
6 21 25
6 22 92
6 23 11
6 24 36
6 25 46
6 26 16
6 27 36
6 28 8
6 29 51
6 30 43
6 31 14
6 32 24
6 33 25
6 34 65
6 35 90
6 36 7
6 37 57
6 38 38
6 39 84
6 40 66
6 41 44
6 42 23
6 43 18
6 44 62
6 45 30
6 46 11
6 47 90
6 48 1
6 49 13
6 50 89
7 8 13
7 9 67
7 10 58
7 11 52
7 12 87
7 13 68
7 14 22
7 15 54
7 16 63
7 17 54
7 18 63
7 19 14
7 20 78
7 21 82
7 22 43
7 23 15
7 24 59
7 25 76
7 26 31
7 27 2
7 28 94
7 29 90
7 30 58
7 31 10
7 32 79
7 33 38
7 34 57
7 35 55
7 36 78
7 37 52
7 38 84
7 39 47
7 40 1
7 41 84
7 42 78
7 43 84
7 44 13
7 45 9
7 46 43
7 47 37
7 48 34
7 49 41
7 50 11
8 9 78
8 10 92
8 11 12
8 12 13
8 13 19
8 14 76
8 15 33
8 16 87
8 17 47
8 18 88
8 19 76
8 20 50
8 21 31
8 22 80
8 23 15
8 24 8
8 25 13
8 26 23
8 27 42
8 28 79
8 29 37
8 30 62
8 31 14
8 32 1
8 33 59
8 34 66
8 35 17
8 36 68
8 37 58
8 38 70
8 39 5
8 40 31
8 41 85
8 42 90
8 43 86
8 44 42
8 45 88
8 46 94
8 47 78
8 48 19
8 49 5
8 50 58
9 10 62
9 11 56
9 12 68
9 13 54
9 14 81
9 15 54
9 16 42
9 17 4
9 18 80
9 19 69
9 20 59
9 21 34
9 22 97
9 23 36
9 24 45
9 25 96
9 26 18
9 27 37
9 28 26
9 29 30
9 30 35
9 31 75
9 32 36
9 33 62
9 34 16
9 35 12
9 36 27
9 37 55
9 38 69
9 39 17
9 40 34
9 41 52
9 42 65
9 43 61
9 44 79
9 45 46
9 46 60
9 47 76
9 48 96
9 49 69
9 50 41
10 11 89
10 12 84
10 13 18
10 14 52
10 15 44
10 16 14
10 17 91
10 18 28
10 19 80
10 20 4
10 21 63
10 22 74
10 23 16
10 24 97
10 25 14
10 26 61
10 27 80
10 28 25
10 29 59
10 30 96
10 31 76
10 32 88
10 33 49
10 34 57
10 35 52
10 36 99
10 37 64
10 38 77
10 39 33
10 40 55
10 41 27
10 42 30
10 43 77
10 44 41
10 45 57
10 46 14
10 47 32
10 48 12
10 49 13
10 50 91
11 12 94
11 13 46
11 14 40
11 15 7
11 16 19
11 17 66
11 18 96
11 19 39
11 20 67
11 21 100
11 22 1
11 23 98
11 24 68
