20 10
1 2 69
1 3 59
1 4 72
1 5 3
1 6 48
1 7 15
1 8 74
1 9 37
1 10 35
1 11 65
1 12 8
1 13 4
1 14 58
1 15 67
1 16 11
1 17 38
1 18 32
1 19 100
1 20 90
2 3 12
2 4 11
2 5 42
2 6 54
2 7 47
2 8 45
2 9 20
2 10 55
2 11 27
2 12 82
2 13 49
2 14 30
2 15 37
2 16 13
2 17 95
2 18 58
2 19 93
2 20 49
3 4 50
3 5 40
3 6 11
3 7 2
3 8 19
3 9 31
3 10 71
3 11 48
3 12 10
3 13 44
3 14 66
3 15 38
3 16 39
3 17 41
3 18 39
3 19 24
3 20 61
4 5 5
4 6 26
4 7 62
4 8 60
4 9 79
4 10 54
4 11 36
4 12 49
4 13 44
4 14 11
4 15 8
4 16 14
4 17 59
4 18 100
4 19 88
4 20 78
5 6 81
5 7 85
5 8 85
5 9 97
5 10 14
5 11 61
5 12 90
5 13 57
5 14 2
5 15 50
5 16 16
5 17 92
5 18 0
5 19 47
5 20 73
6 7 3
6 8 41
6 9 78
6 10 73
6 11 68
6 12 92
6 13 68
6 14 71
6 15 36
6 16 42
6 17 60
6 18 49
6 19 5
6 20 28
7 8 35
7 9 49
7 10 62
7 11 70
7 12 31
7 13 46
7 14 59
7 15 43
7 16 96
7 17 8
7 18 14
7 19 75
7 20 88
8 9 27
8 10 91
8 11 31
8 12 0
8 13 23
8 14 70
8 15 33
8 16 94
8 17 4
8 18 53
8 19 77
8 20 41
9 10 42
9 11 10
9 12 93
9 13 54
9 14 89
9 15 19
9 16 45
9 17 96
9 18 4
9 19 52
9 20 1
10 11 70
10 12 50
10 13 59
10 14 46
10 15 51
10 16 97
10 17 25
10 18 19
10 19 17
10 20 25
11 12 59
11 13 30
11 14 70
11 15 9
11 16 66
11 17 75
11 18 25
11 19 11
11 20 72
12 13 75
12 14 51
12 15 8
12 16 20
12 17 62
12 18 88
12 19 25
12 20 43
13 14 97
13 15 28
13 16 42
13 17 91
13 18 10
13 19 67
13 20 41
14 15 41
14 16 26
14 17 21
14 18 36
14 19 88
14 20 60
15 16 20
15 17 73
15 18 7
15 19 89
15 20 23
16 17 79
16 18 23
16 19 69
16 20 35
17 18 4
17 19 29
17 20 74
18 19 37
18 20 25
19 20 8
