70 5
1 2 82
1 3 55
1 4 19
1 5 19
1 6 18
1 7 65
1 8 9
1 9 77
1 10 49
1 11 36
1 12 10
1 13 11
1 14 35
1 15 51
1 16 54
1 17 78
1 18 45
1 19 57
1 20 22
1 21 57
1 22 64
1 23 26
1 24 80
1 25 84
1 26 95
1 27 53
1 28 72
1 29 10
1 30 60
1 31 20
1 32 24
1 33 89
1 34 61
1 35 59
1 36 4
1 37 86
1 38 97
1 39 88
1 40 53
1 41 9
1 42 47
1 43 81
1 44 9
1 45 32
1 46 99
1 47 10
1 48 7
1 49 50
1 50 44
1 51 32
1 52 100
1 53 35
1 54 71
1 55 69
1 56 57
1 57 79
1 58 31
1 59 30
1 60 98
1 61 7
1 62 80
1 63 45
1 64 56
1 65 64
1 66 82
1 67 25
1 68 98
1 69 42
1 70 100
2 3 13
2 4 16
2 5 86
2 6 73
2 7 55
2 8 100
2 9 1
2 10 11
2 11 62
2 12 37
2 13 35
2 14 9
2 15 59
2 16 75
2 17 18
2 18 48
2 19 92
2 20 4
2 21 53
2 22 91
2 23 58
2 24 11
2 25 34
2 26 91
2 27 47
2 28 17
2 29 40
2 30 1
2 31 47
2 32 90
2 33 54
2 34 23
2 35 56
2 36 42
2 37 33
2 38 73
2 39 68
2 40 17
2 41 9
2 42 97
2 43 54
2 44 56
2 45 80
2 46 24
2 47 21
2 48 43
2 49 49
2 50 19
2 51 56
2 52 17
2 53 77
2 54 8
2 55 91
2 56 47
2 57 59
2 58 43
2 59 69
2 60 91
2 61 36
2 62 78
2 63 25
2 64 57
2 65 21
2 66 6
2 67 81
2 68 66
2 69 13
2 70 85
3 4 79
3 5 52
3 6 21
3 7 68
3 8 71
3 9 62
3 10 69
3 11 38
3 12 16
3 13 15
3 14 11
3 15 9
3 16 48
3 17 46
3 18 77
3 19 98
3 20 46
3 21 20
3 22 42
3 23 51
3 24 65
3 25 64
3 26 55
3 27 53
3 28 73
3 29 52
3 30 40
3 31 2
3 32 28
3 33 20
3 34 45
3 35 57
3 36 18
3 37 98
3 38 77
3 39 55
3 40 65
3 41 15
3 42 80
3 43 54
3 44 0
3 45 58
3 46 35
3 47 90
3 48 91
3 49 93
3 50 52
3 51 37
3 52 69
3 53 51
3 54 95
3 55 57
3 56 52
3 57 74
3 58 64
3 59 84
3 60 42
3 61 0
3 62 51
3 63 51
3 64 32
3 65 11
3 66 51
3 67 31
3 68 88
3 69 6
3 70 98
4 5 92
4 6 48
4 7 89
4 8 16
4 9 91
4 10 51
4 11 71
4 12 98
4 13 13
4 14 14
4 15 62
4 16 4
4 17 32
4 18 91
4 19 19
4 20 79
4 21 98
4 22 49
4 23 3
4 24 83
4 25 32
4 26 0
4 27 63
4 28 60
4 29 27
4 30 6
4 31 92
4 32 88
4 33 12
4 34 62
4 35 56
4 36 61
4 37 60
4 38 90
4 39 67
4 40 18
4 41 97
4 42 80
4 43 29
4 44 25
4 45 22
4 46 84
4 47 33
4 48 81
4 49 56
4 50 29
4 51 88
4 52 51
4 53 77
4 54 62
4 55 80
4 56 11
4 57 13
4 58 3
4 59 0
4 60 62
4 61 69
4 62 45
4 63 76
4 64 29
4 65 83
4 66 23
4 67 19
4 68 93
4 69 21
4 70 38
5 6 37
5 7 83
5 8 4
5 9 49
5 10 38
5 11 62
5 12 88
5 13 95
5 14 22
5 15 58
5 16 71
5 17 92
5 18 98
5 19 93
5 20 22
5 21 58
5 22 69
5 23 30
5 24 95
5 25 21
5 26 38
5 27 1
5 28 64
5 29 55
5 30 46
5 31 89
5 32 47
5 33 72
5 34 94
5 35 35
5 36 78
5 37 26
5 38 90
5 39 56
5 40 67
5 41 69
5 42 44
5 43 27
5 44 21
5 45 83
5 46 34
5 47 39
5 48 49
5 49 83
5 50 53
5 51 32
5 52 52
5 53 8
5 54 77
5 55 59
5 56 53
5 57 22
5 58 34
5 59 72
5 60 20
5 61 9
5 62 40
5 63 62
5 64 68
5 65 44
5 66 66
5 67 32
5 68 54
5 69 23
5 70 76
6 7 53
6 8 43
6 9 94
6 10 16
6 11 76
6 12 50
6 13 19
6 14 70
6 15 21
6 16 27
6 17 15
6 18 75
6 19 58
6 20 78
6 21 38
6 22 2
6 23 7
6 24 92
6 25 69
6 26 51
6 27 23
6 28 12
6 29 31
6 30 58
6 31 81
6 32 38
6 33 76
6 34 85
6 35 6
6 36 98
6 37 84
6 38 55
6 39 12
6 40 2
6 41 4
6 42 19
6 43 34
6 44 60
6 45 50
6 46 1
6 47 1
6 48 79
6 49 26
6 50 58
6 51 46
6 52 99
6 53 11
6 54 83
6 55 55
6 56 29
6 57 64
6 58 57
6 59 14
6 60 12
6 61 92
6 62 22
6 63 49
6 64 25
6 65 17
6 66 17
6 67 12
6 68 89
6 69 82
6 70 64
7 8 54
7 9 76
7 10 1
7 11 88
7 12 26
7 13 15
7 14 76
7 15 69
7 16 90
7 17 63
7 18 7
7 19 13
7 20 69
7 21 94
7 22 42
7 23 18
7 24 74
7 25 100
7 26 74
7 27 18
7 28 12
7 29 99
7 30 91
7 31 70
7 32 51
7 33 80
7 34 46
7 35 76
7 36 37
7 37 87
7 38 20
7 39 11
7 40 59
7 41 29
7 42 72
7 43 58
7 44 57
7 45 71
7 46 62
7 47 81
7 48 94
7 49 66
7 50 77
7 51 55
7 52 11
7 53 53
7 54 10
7 55 2
7 56 8
7 57 66
7 58 69
7 59 85
7 60 49
7 61 89
7 62 60
7 63 96
7 64 30
7 65 84
7 66 67
7 67 92
7 68 54
7 69 43
7 70 66
8 9 73
8 10 88
8 11 39
8 12 62
8 13 97
8 14 44
8 15 94
8 16 7
8 17 18
8 18 52
8 19 38
8 20 87
8 21 27
8 22 7
8 23 50
8 24 21
8 25 41
8 26 94
8 27 93
8 28 57
8 29 89
8 30 90
8 31 85
8 32 64
8 33 58
8 34 28
8 35 33
8 36 80
8 37 70
8 38 62
8 39 78
8 40 38
8 41 1
8 42 67
8 43 0
8 44 12
8 45 4
8 46 41
8 47 77
8 48 23
8 49 76
8 50 0
8 51 13
8 52 84
8 53 17
8 54 58
8 55 10
8 56 16
8 57 49
8 58 4
8 59 52
8 60 71
8 61 76
8 62 75
8 63 50
8 64 64
8 65 67
8 66 86
8 67 50
8 68 10
8 69 39
8 70 64
9 10 3
9 11 97
9 12 51
9 13 82
9 14 40
9 15 0
9 16 23
9 17 53
9 18 18
9 19 20
9 20 61
9 21 49
9 22 25
9 23 5
9 24 64
9 25 97
9 26 44
9 27 90
9 28 35
9 29 59
9 30 60
9 31 0
9 32 52
9 33 8
9 34 74
9 35 3
9 36 30
9 37 76
9 38 74
9 39 7
9 40 76
9 41 98
9 42 18
9 43 80
9 44 11
9 45 9
9 46 56
9 47 40
9 48 32
9 49 48
9 50 12
9 51 81
9 52 60
9 53 25
9 54 92
9 55 26
9 56 62
9 57 29
9 58 43
9 59 61
9 60 84
9 61 5
9 62 9
9 63 44
9 64 64
9 65 1
9 66 52
9 67 39
9 68 61
9 69 82
9 70 26
10 11 51
10 12 85
10 13 60
10 14 44
10 15 54
10 16 92
10 17 94
10 18 30
10 19 86
10 20 52
10 21 6
10 22 0
10 23 78
10 24 83
10 25 1
10 26 53
10 27 91
10 28 60
10 29 42
10 30 94
10 31 98
10 32 1
10 33 96
10 34 61
10 35 86
10 36 8
10 37 87
10 38 11
10 39 80
