100 5
1 2 9
1 3 64
1 4 95
1 5 77
1 6 30
1 7 11
1 8 62
1 9 61
1 10 58
1 11 0
1 12 87
1 13 98
1 14 62
1 15 94
1 16 79
1 17 58
1 18 45
1 19 38
1 20 54
1 21 17
1 22 77
1 23 52
1 24 34
1 25 39
1 26 23
1 27 21
1 28 89
1 29 4
1 30 66
1 31 84
1 32 86
1 33 59
1 34 61
1 35 52
1 36 67
1 37 84
1 38 10
1 39 19
1 40 78
1 41 8
1 42 3
1 43 15
1 44 4
1 45 55
1 46 86
1 47 9
1 48 93
1 49 4
1 50 0
1 51 6
1 52 30
1 53 51
1 54 34
1 55 73
1 56 71
1 57 96
1 58 87
1 59 17
1 60 2
1 61 41
1 62 52
1 63 96
1 64 1
1 65 100
1 66 51
1 67 57
1 68 70
1 69 45
1 70 30
1 71 75
1 72 0
1 73 19
1 74 69
1 75 1
1 76 58
1 77 31
1 78 42
1 79 55
1 80 43
1 81 90
1 82 81
1 83 54
1 84 90
1 85 10
1 86 23
1 87 64
1 88 54
1 89 24
1 90 39
1 91 15
1 92 91
1 93 9
1 94 96
1 95 37
1 96 21
1 97 38
1 98 31
1 99 6
1 100 62
2 3 63
2 4 93
2 5 5
2 6 68
2 7 100
2 8 70
2 9 33
2 10 18
2 11 40
2 12 84
2 13 76
2 14 8
2 15 93
2 16 35
2 17 62
2 18 45
2 19 44
2 20 25
2 21 94
2 22 3
2 23 58
2 24 61
2 25 41
2 26 76
2 27 18
2 28 51
2 29 62
2 30 81
2 31 1
2 32 25
2 33 30
2 34 39
2 35 60
2 36 48
2 37 81
2 38 4
2 39 91
2 40 2
2 41 78
2 42 14
2 43 12
2 44 78
2 45 57
2 46 16
2 47 83
2 48 38
2 49 22
2 50 84
2 51 86
2 52 45
2 53 80
2 54 33
2 55 2
2 56 100
2 57 75
2 58 71
2 59 22
2 60 60
2 61 84
2 62 39
2 63 45
2 64 64
2 65 97
2 66 63
2 67 87
2 68 78
2 69 23
2 70 15
2 71 15
2 72 93
2 73 83
2 74 91
2 75 59
2 76 73
2 77 28
2 78 10
2 79 18
2 80 65
2 81 56
2 82 24
2 83 61
2 84 60
2 85 97
2 86 52
2 87 100
2 88 9
2 89 91
2 90 68
2 91 5
2 92 24
2 93 70
2 94 18
2 95 28
2 96 58
2 97 56
2 98 40
2 99 41
2 100 16
3 4 20
3 5 63
3 6 93
3 7 91
3 8 41
3 9 32
3 10 1
3 11 67
3 12 14
3 13 27
3 14 94
3 15 82
3 16 94
3 17 74
3 18 60
3 19 84
3 20 80
3 21 55
3 22 72
3 23 41
3 24 13
3 25 34
3 26 58
3 27 88
3 28 55
3 29 69
3 30 58
3 31 54
3 32 92
3 33 35
3 34 99
3 35 79
3 36 54
3 37 73
3 38 93
3 39 66
3 40 99
3 41 35
3 42 52
3 43 100
3 44 15
3 45 6
3 46 97
3 47 29
3 48 100
3 49 97
3 50 26
3 51 40
3 52 4
3 53 28
3 54 5
3 55 54
3 56 83
3 57 35
3 58 63
3 59 58
3 60 83
3 61 32
3 62 88
3 63 18
3 64 78
3 65 71
3 66 80
3 67 79
3 68 21
3 69 44
3 70 76
3 71 24
3 72 31
3 73 11
3 74 71
3 75 47
3 76 45
3 77 47
3 78 94
3 79 95
3 80 81
3 81 90
3 82 41
3 83 54
3 84 37
3 85 50
3 86 4
3 87 88
3 88 54
3 89 47
3 90 99
3 91 94
3 92 34
3 93 70
3 94 57
3 95 55
3 96 87
3 97 46
3 98 69
3 99 49
3 100 39
4 5 92
4 6 77
4 7 29
4 8 85
4 9 90
4 10 35
4 11 17
4 12 45
4 13 18
4 14 43
4 15 44
4 16 87
4 17 97
4 18 71
4 19 54
4 20 47
4 21 78
4 22 19
4 23 64
4 24 39
4 25 49
4 26 26
4 27 52
4 28 17
4 29 83
4 30 32
4 31 70
4 32 8
4 33 11
4 34 85
4 35 3
4 36 47
4 37 99
4 38 94
4 39 13
4 40 30
4 41 49
4 42 65
4 43 18
4 44 43
4 45 15
4 46 45
4 47 68
4 48 6
4 49 29
