100 10
1 2 56
1 3 68
1 4 27
1 5 88
1 6 14
1 7 68
1 8 70
1 9 30
1 10 20
1 11 61
1 12 60
1 13 35
1 14 94
1 15 1
1 16 34
1 17 7
1 18 74
1 19 85
1 20 63
1 21 82
1 22 26
1 23 68
1 24 83
1 25 46
1 26 49
1 27 31
1 28 45
1 29 26
1 30 0
1 31 6
1 32 57
1 33 71
1 34 17
1 35 72
1 36 76
1 37 73
1 38 26
1 39 33
1 40 95
1 41 18
1 42 49
1 43 93
1 44 73
1 45 90
1 46 74
1 47 2
1 48 63
1 49 16
1 50 47
1 51 10
1 52 8
1 53 21
1 54 1
1 55 3
1 56 30
1 57 83
1 58 13
1 59 68
1 60 68
1 61 50
1 62 21
1 63 41
1 64 22
1 65 71
1 66 61
1 67 7
1 68 95
1 69 7
1 70 10
1 71 38
1 72 39
1 73 3
1 74 25
1 75 90
1 76 58
1 77 69
1 78 21
1 79 22
1 80 2
1 81 99
1 82 15
1 83 97
1 84 32
1 85 36
1 86 0
1 87 40
1 88 13
1 89 7
1 90 13
1 91 78
1 92 3
1 93 45
1 94 53
1 95 31
1 96 13
1 97 7
1 98 36
1 99 16
1 100 51
2 3 50
2 4 24
2 5 88
2 6 79
2 7 84
2 8 95
2 9 42
2 10 61
2 11 100
2 12 47
2 13 83
2 14 64
2 15 72
2 16 62
2 17 13
2 18 11
2 19 56
2 20 70
2 21 29
2 22 2
2 23 52
2 24 4
2 25 33
2 26 55
2 27 97
2 28 53
2 29 96
2 30 29
2 31 26
2 32 13
2 33 12
2 34 85
2 35 34
2 36 59
2 37 56
2 38 97
2 39 73
2 40 75
2 41 79
2 42 63
2 43 66
2 44 42
2 45 22
2 46 74
2 47 62
2 48 13
2 49 34
2 50 48
2 51 89
2 52 11
2 53 99
2 54 19
2 55 18
2 56 58
2 57 65
2 58 80
2 59 15
2 60 22
2 61 4
2 62 66
2 63 61
2 64 81
2 65 43
2 66 60
2 67 13
2 68 52
2 69 72
2 70 22
2 71 85
2 72 71
2 73 42
2 74 0
2 75 0
2 76 83
2 77 12
2 78 17
2 79 95
2 80 8
2 81 97
2 82 76
2 83 8
2 84 80
2 85 46
2 86 56
2 87 42
2 88 14
2 89 37
2 90 24
2 91 17
2 92 47
2 93 35
2 94 91
2 95 51
2 96 47
2 97 65
2 98 64
2 99 29
2 100 30
3 4 26
3 5 58
3 6 74
3 7 76
3 8 6
3 9 15
3 10 86
3 11 30
3 12 97
3 13 82
3 14 74
3 15 46
3 16 51
3 17 5
3 18 87
3 19 94
3 20 4
3 21 15
3 22 66
3 23 39
3 24 88
3 25 37
3 26 13
3 27 25
3 28 86
3 29 5
3 30 65
3 31 15
3 32 42
3 33 73
3 34 48
3 35 31
3 36 20
3 37 42
3 38 92
3 39 76
3 40 55
3 41 74
3 42 57
3 43 21
3 44 84
3 45 65
3 46 68
3 47 65
3 48 14
3 49 9
3 50 90
3 51 45
3 52 57
3 53 61
3 54 6
3 55 65
3 56 9
3 57 3
3 58 53
3 59 56
3 60 16
3 61 51
3 62 86
3 63 29
3 64 98
3 65 64
3 66 13
3 67 87
3 68 53
3 69 55
3 70 4
3 71 97
3 72 88
3 73 91
3 74 56
3 75 14
3 76 48
3 77 53
3 78 61
3 79 14
3 80 36
3 81 32
3 82 7
3 83 11
3 84 98
3 85 60
3 86 21
3 87 19
3 88 10
3 89 75
3 90 87
3 91 28
3 92 20
3 93 48
3 94 66
3 95 1
3 96 59
3 97 96
3 98 54
3 99 43
3 100 76
4 5 55
4 6 48
4 7 66
4 8 6
4 9 26
4 10 12
4 11 75
4 12 36
4 13 95
4 14 95
4 15 77
4 16 57
4 17 44
4 18 63
4 19 45
4 20 44
4 21 15
4 22 20
4 23 90
4 24 14
4 25 89
4 26 9
4 27 97
4 28 3
4 29 32
4 30 69
4 31 89
4 32 45
4 33 44
4 34 78
4 35 50
4 36 27
4 37 91
4 38 90
4 39 27
4 40 89
4 41 6
4 42 58
4 43 61
4 44 50
4 45 39
4 46 90
4 47 89
4 48 47
4 49 98
4 50 40
4 51 89
4 52 43
4 53 40
4 54 95
4 55 65
4 56 34
4 57 58
4 58 48
4 59 97
4 60 45
4 61 95
4 62 42
4 63 65
4 64 93
4 65 56
4 66 96
4 67 72
4 68 26
4 69 38
4 70 69
4 71 2
4 72 32
4 73 94
4 74 98
4 75 32
4 76 62
4 77 92
4 78 13
