100 15
1 2 40
1 3 63
1 4 33
1 5 93
1 6 79
1 7 33
1 8 93
1 9 24
1 10 20
1 11 87
1 12 14
1 13 75
1 14 60
1 15 50
1 16 91
1 17 33
1 18 46
1 19 27
1 20 13
1 21 7
1 22 85
1 23 45
1 24 32
1 25 57
1 26 61
1 27 45
1 28 74
1 29 95
1 30 87
1 31 23
1 32 42
1 33 61
1 34 34
1 35 57
1 36 100
1 37 70
1 38 52
1 39 60
1 40 20
1 41 13
1 42 31
1 43 81
1 44 5
1 45 66
1 46 34
1 47 48
1 48 75
1 49 32
1 50 38
1 51 10
1 52 62
1 53 94
1 54 27
1 55 94
1 56 29
1 57 33
1 58 32
1 59 84
1 60 94
1 61 79
1 62 44
1 63 62
1 64 37
1 65 88
1 66 19
1 67 36
1 68 19
1 69 37
1 70 94
1 71 16
1 72 11
1 73 98
1 74 95
1 75 61
1 76 21
1 77 15
1 78 49
1 79 95
1 80 69
1 81 17
1 82 59
1 83 68
1 84 43
1 85 51
1 86 66
1 87 74
1 88 62
1 89 11
1 90 81
1 91 19
1 92 88
1 93 68
1 94 51
1 95 57
1 96 26
1 97 79
1 98 56
1 99 22
1 100 19
2 3 68
2 4 62
2 5 89
2 6 44
2 7 79
2 8 12
2 9 21
2 10 19
2 11 80
2 12 99
2 13 15
2 14 61
2 15 61
2 16 45
2 17 86
2 18 3
2 19 37
2 20 77
2 21 17
2 22 80
2 23 15
2 24 92
2 25 65
2 26 30
2 27 4
2 28 81
2 29 51
2 30 22
2 31 53
2 32 84
2 33 80
2 34 93
2 35 29
2 36 49
2 37 34
2 38 18
2 39 48
2 40 97
2 41 84
2 42 7
2 43 95
2 44 81
2 45 22
2 46 55
2 47 24
2 48 78
2 49 0
2 50 30
2 51 92
2 52 34
2 53 77
2 54 70
2 55 58
2 56 39
2 57 1
2 58 73
2 59 44
2 60 52
2 61 13
2 62 83
2 63 78
2 64 90
2 65 71
2 66 34
2 67 69
2 68 64
2 69 35
2 70 75
2 71 80
2 72 62
2 73 24
2 74 62
2 75 56
2 76 10
2 77 96
2 78 44
2 79 12
2 80 48
2 81 53
2 82 56
2 83 74
2 84 48
2 85 18
2 86 7
2 87 77
2 88 87
2 89 2
2 90 8
2 91 75
2 92 14
2 93 40
2 94 60
2 95 26
2 96 38
2 97 22
2 98 86
2 99 81
2 100 17
3 4 37
3 5 74
3 6 35
3 7 23
3 8 70
3 9 8
3 10 59
3 11 40
3 12 63
3 13 71
3 14 1
3 15 66
3 16 50
3 17 38
3 18 74
3 19 43
3 20 32
3 21 65
3 22 25
3 23 7
3 24 5
3 25 47
3 26 16
3 27 75
3 28 12
3 29 94
3 30 1
3 31 15
3 32 51
3 33 45
3 34 67
3 35 60
3 36 78
3 37 92
3 38 4
3 39 94
3 40 77
3 41 14
3 42 36
3 43 21
3 44 8
3 45 51
3 46 14
3 47 38
3 48 57
3 49 48
3 50 36
3 51 29
3 52 63
3 53 66
3 54 100
3 55 2
3 56 83
3 57 58
3 58 85
3 59 37
3 60 73
3 61 95
3 62 68
