150 15
1 2 20
1 3 32
1 4 59
1 5 64
1 6 52
1 7 4
1 8 87
1 9 89
1 10 98
1 11 93
1 12 69
1 13 45
1 14 18
1 15 7
1 16 46
1 17 14
1 18 44
1 19 39
1 20 25
1 21 28
1 22 9
1 23 12
1 24 93
1 25 3
1 26 4
1 27 95
1 28 35
1 29 73
1 30 29
1 31 4
1 32 74
1 33 43
1 34 17
1 35 69
1 36 37
1 37 49
1 38 86
1 39 16
1 40 59
1 41 6
1 42 72
1 43 12
1 44 7
1 45 61
1 46 31
1 47 18
1 48 88
1 49 98
1 50 2
1 51 41
1 52 17
1 53 7
1 54 7
1 55 26
1 56 77
1 57 9
1 58 73
1 59 6
1 60 62
1 61 78
1 62 50
1 63 1
1 64 97
1 65 52
1 66 32
1 67 88
1 68 67
1 69 9
1 70 64
1 71 54
1 72 11
1 73 1
1 74 81
1 75 60
1 76 25
1 77 59
1 78 44
1 79 14
1 80 91
1 81 11
1 82 62
1 83 14
1 84 41
1 85 74
1 86 3
1 87 25
1 88 19
1 89 22
1 90 74
1 91 89
1 92 19
1 93 13
1 94 18
1 95 50
1 96 31
1 97 91
1 98 99
1 99 43
1 100 27
1 101 72
1 102 56
1 103 21
1 104 58
1 105 15
1 106 62
1 107 36
1 108 97
1 109 91
1 110 85
1 111 82
1 112 14
1 113 72
1 114 19
1 115 23
1 116 98
1 117 76
1 118 87
1 119 0
1 120 33
1 121 73
1 122 49
1 123 18
1 124 85
1 125 47
1 126 92
1 127 59
1 128 66
1 129 26
1 130 56
1 131 23
1 132 76
1 133 22
1 134 94
1 135 41
1 136 54
1 137 48
1 138 9
1 139 61
1 140 28
1 141 50
1 142 15
1 143 27
1 144 33
1 145 67
1 146 40
1 147 30
1 148 78
1 149 1
1 150 12
2 3 16
2 4 55
2 5 44
2 6 25
2 7 60
2 8 57
2 9 92
2 10 66
2 11 11
2 12 72
2 13 74
2 14 24
2 15 60
2 16 2
2 17 20
2 18 47
2 19 9
2 20 43
2 21 84
2 22 50
2 23 93
2 24 100
2 25 96
2 26 92
2 27 19
2 28 46
2 29 55
2 30 52
2 31 53
2 32 61
2 33 13
2 34 13
2 35 31
2 36 7
2 37 18
2 38 96
2 39 37
2 40 4
2 41 6
2 42 57
2 43 9
2 44 97
2 45 80
2 46 54
2 47 71
2 48 90
2 49 2
2 50 84
2 51 18
2 52 98
2 53 48
2 54 36
2 55 65
2 56 91
2 57 12
2 58 69
2 59 19
2 60 23
2 61 99
2 62 70
2 63 72
2 64 53
2 65 12
2 66 55
2 67 51
2 68 62
2 69 1
2 70 100
2 71 24
2 72 18
2 73 53
2 74 25
2 75 62
2 76 67
2 77 91
2 78 88
2 79 32
2 80 95
2 81 72
2 82 30
2 83 34
2 84 64
2 85 34
2 86 2
2 87 52
2 88 99
2 89 5
2 90 14
2 91 41
2 92 75
2 93 1
2 94 30
2 95 92
2 96 86
2 97 88
2 98 71
2 99 45
2 100 88
2 101 33
2 102 65
2 103 19
2 104 66
2 105 26
2 106 80
2 107 14
2 108 7
2 109 61
