200 2
1 2 38
1 3 51
1 4 46
1 5 2
1 6 85
1 7 26
1 8 56
1 9 34
1 10 100
1 11 1
1 12 28
1 13 51
1 14 28
1 15 37
1 16 68
1 17 58
1 18 44
1 19 50
1 20 93
1 21 3
1 22 53
1 23 42
1 24 53
1 25 84
1 26 18
1 27 65
1 28 19
1 29 85
1 30 86
1 31 86
1 32 82
1 33 93
1 34 13
1 35 49
1 36 17
1 37 83
1 38 0
1 39 84
1 40 74
1 41 62
1 42 3
1 43 5
1 44 1
1 45 73
1 46 81
1 47 100
1 48 76
1 49 22
1 50 23
1 51 42
1 52 1
1 53 4
1 54 22
1 55 25
1 56 34
1 57 88
1 58 17
1 59 20
1 60 33
1 61 35
1 62 82
1 63 85
1 64 28
1 65 31
1 66 28
1 67 99
1 68 96
1 69 11
1 70 23
1 71 91
1 72 2
1 73 30
1 74 64
1 75 93
1 76 22
1 77 93
1 78 97
1 79 49
1 80 3
1 81 27
1 82 63
1 83 10
1 84 57
1 85 50
1 86 65
1 87 85
1 88 13
1 89 72
1 90 24
1 91 4
1 92 19
1 93 94
1 94 30
1 95 33
1 96 80
1 97 20
1 98 34
1 99 62
1 100 19
1 101 85
1 102 60
1 103 0
1 104 58
1 105 37
1 106 47
1 107 6
1 108 40
1 109 78
1 110 68
1 111 18
1 112 42
1 113 53
1 114 37
1 115 77
1 116 67
1 117 38
1 118 37
1 119 15
1 120 19
1 121 87
1 122 14
1 123 41
1 124 40
1 125 80
1 126 19
1 127 91
1 128 4
1 129 36
1 130 18
1 131 1
1 132 90
1 133 77
1 134 34
1 135 63
1 136 8
1 137 83
1 138 67
1 139 98
1 140 38
1 141 4
1 142 91
1 143 28
1 144 48
1 145 82
1 146 49
1 147 58
1 148 5
1 149 75
1 150 66
1 151 74
1 152 64
1 153 34
1 154 67
1 155 72
1 156 43
1 157 77
1 158 24
1 159 21
1 160 38
1 161 27
1 162 29
1 163 20
1 164 93
1 165 22
1 166 22
1 167 45
1 168 36
1 169 21
1 170 64
1 171 21
1 172 96
1 173 82
1 174 72
1 175 50
1 176 35
1 177 27
1 178 43
1 179 77
1 180 35
1 181 25
1 182 40
1 183 88
1 184 78
1 185 18
1 186 77
1 187 78
1 188 43
1 189 22
1 190 26
1 191 98
1 192 96
1 193 34
1 194 66
1 195 58
1 196 11
1 197 53
1 198 68
1 199 94
1 200 42
2 3 24
2 4 34
2 5 95
2 6 23
2 7 73
2 8 76
2 9 44
2 10 48
2 11 72
2 12 42
2 13 18
2 14 52
2 15 36
2 16 85
2 17 36
2 18 76
2 19 90
2 20 23
2 21 25
2 22 93
2 23 99
2 24 86
2 25 52
2 26 54
2 27 61
2 28 3
2 29 2
2 30 49
2 31 1
2 32 12
2 33 35
2 34 88
2 35 29
2 36 20
2 37 80
2 38 11
2 39 40
2 40 30
2 41 74
2 42 82
2 43 4
2 44 72
2 45 78
2 46 64
2 47 24
2 48 58
2 49 4
2 50 62
2 51 38
2 52 60
2 53 48
2 54 71
2 55 72
2 56 88
2 57 20
2 58 4
2 59 76
2 60 21
2 61 96
2 62 3
2 63 73
2 64 77
2 65 18
2 66 11
2 67 27
2 68 100
2 69 24
2 70 70
2 71 82
2 72 74
2 73 37
2 74 0
2 75 18
2 76 13
2 77 95
2 78 90
2 79 61
2 80 97
2 81 43
2 82 54
2 83 59
2 84 84
2 85 14
2 86 75
2 87 94
2 88 26
2 89 38
2 90 7
2 91 87
2 92 49
2 93 74
2 94 77
2 95 45
2 96 92
2 97 37
2 98 71
2 99 7
2 100 33
2 101 40
2 102 81
2 103 87
2 104 85
2 105 59
2 106 94
2 107 45
2 108 52
2 109 96
2 110 74
2 111 38
2 112 26
2 113 21
2 114 1
2 115 47
2 116 67
2 117 71
2 118 81
2 119 51
2 120 53
2 121 46
2 122 89
2 123 93
2 124 85
2 125 95
2 126 15
2 127 43
2 128 8
2 129 84
2 130 50
2 131 1
2 132 71
2 133 20
2 134 92
2 135 96
2 136 28
2 137 4
2 138 97
2 139 38
2 140 39
2 141 93
2 142 74
2 143 70
2 144 30
2 145 73
2 146 28
2 147 60
2 148 66
2 149 35
2 150 35
2 151 23
2 152 50
2 153 38
2 154 41
2 155 11
2 156 74
2 157 63
2 158 57
2 159 36
2 160 29
2 161 59
2 162 23
2 163 66
2 164 34
2 165 80
2 166 37
2 167 35
2 168 36
2 169 78
2 170 19
2 171 45
2 172 49
2 173 2
2 174 88
2 175 12
2 176 22
2 177 22
2 178 93
2 179 14
2 180 38
2 181 82
2 182 38
2 183 50
2 184 47
2 185 76
2 186 22
2 187 53
2 188 37
2 189 0
2 190 13
2 191 67
2 192 61
2 193 55
2 194 38
2 195 34
2 196 54
2 197 41
2 198 90
2 199 3
2 200 62
3 4 58
3 5 98
3 6 89
3 7 84
3 8 53
3 9 28
3 10 40
3 11 0
3 12 73
3 13 9
3 14 62
3 15 37
3 16 59
3 17 32
3 18 79
3 19 41
3 20 68
3 21 93
3 22 39
3 23 48
3 24 97
3 25 66
3 26 30
3 27 19
3 28 66
3 29 36
3 30 30
3 31 2
3 32 23
3 33 26
3 34 15
3 35 64
3 36 19
3 37 20
3 38 70
3 39 91
3 40 11
3 41 47
3 42 43
3 43 24
3 44 95
3 45 91
3 46 0
3 47 23
3 48 65
3 49 35
3 50 58
3 51 3
3 52 69
3 53 79
3 54 82
3 55 45
3 56 26
3 57 59
3 58 37
3 59 79
3 60 11
3 61 56
3 62 49
3 63 73
3 64 43
3 65 73
3 66 90
3 67 23
3 68 36
3 69 90
3 70 43
3 71 19
3 72 25
3 73 58
3 74 90
3 75 39
3 76 12
3 77 62
3 78 78
3 79 86
3 80 93
3 81 99
3 82 30
3 83 96
3 84 24
3 85 96
3 86 95
3 87 22
3 88 89
3 89 90
3 90 46
3 91 93
3 92 70
3 93 18
3 94 56
3 95 22
3 96 99
3 97 32
3 98 67
3 99 27
3 100 91
3 101 40
3 102 92
3 103 84
3 104 10
3 105 86
3 106 53
3 107 31
3 108 61
3 109 34
3 110 40
3 111 44
3 112 49
3 113 39
3 114 56
3 115 2
3 116 5
3 117 44
3 118 15
3 119 50
3 120 47
3 121 96
3 122 10
3 123 1
3 124 13
3 125 70
3 126 90
3 127 67
3 128 96
3 129 59
3 130 5
3 131 25
3 132 100
3 133 48
3 134 93
3 135 99
3 136 97
3 137 83
3 138 80
3 139 3
3 140 50
3 141 9
3 142 73
3 143 0
3 144 74
3 145 36
3 146 99
3 147 84
3 148 21
3 149 85
3 150 40
3 151 34
3 152 28
3 153 75
3 154 33
3 155 35
3 156 73
3 157 36
3 158 68
3 159 92
3 160 13
3 161 57
3 162 57
3 163 79
3 164 97
3 165 67
3 166 19
3 167 63
3 168 87
3 169 8
3 170 51
3 171 44
3 172 81
3 173 15
3 174 67
3 175 22
3 176 38
3 177 65
3 178 43
3 179 72
3 180 36
3 181 73
3 182 15
3 183 26
3 184 59
3 185 68
3 186 92
3 187 76
3 188 81
3 189 84
3 190 30
3 191 85
3 192 76
3 193 26
3 194 11
3 195 66
3 196 78
3 197 89
3 198 77
3 199 77
3 200 56
4 5 6
4 6 78
4 7 27
4 8 38
4 9 11
4 10 53
4 11 74
4 12 78
4 13 58
4 14 57
4 15 91
4 16 24
4 17 9
4 18 53
4 19 80
4 20 41
4 21 14
4 22 71
4 23 73
4 24 47
4 25 39
4 26 16
4 27 40
4 28 71
4 29 27
4 30 56
4 31 25
4 32 76
4 33 66
4 34 35
4 35 75
4 36 47
4 37 40
4 38 25
4 39 38
4 40 88
4 41 16
4 42 93
4 43 30
4 44 44
4 45 81
4 46 86
4 47 88
4 48 98
4 49 51
4 50 83
4 51 35
4 52 67
4 53 24
4 54 98
4 55 44
4 56 20
4 57 94
4 58 98
4 59 37
4 60 46
4 61 13
4 62 44
4 63 72
4 64 42
4 65 78
4 66 70
4 67 97
4 68 30
4 69 61
4 70 46
4 71 20
4 72 41
4 73 60
4 74 97
4 75 19
4 76 76
4 77 88
4 78 50
4 79 41
4 80 56
4 81 21
4 82 45
4 83 9
4 84 25
4 85 70
4 86 87
4 87 16
4 88 7
4 89 21
4 90 5
4 91 37
4 92 0
4 93 69
4 94 77
4 95 34
4 96 3
4 97 57
4 98 60
4 99 0
4 100 9
4 101 88
4 102 86
4 103 21
4 104 17
4 105 92
4 106 88
4 107 41
4 108 20
4 109 20
4 110 61
4 111 74
4 112 45
4 113 55
4 114 38
4 115 49
4 116 65
4 117 92
4 118 59
4 119 30
4 120 41
4 121 10
4 122 19
4 123 81
4 124 25
4 125 16
4 126 95
4 127 15
4 128 47
4 129 88
4 130 38
4 131 39
4 132 58
4 133 38
4 134 89
4 135 100
4 136 50
4 137 82
4 138 91
4 139 4
4 140 97
4 141 52
4 142 49
4 143 70
4 144 5
4 145 27
4 146 10
4 147 88
4 148 13
4 149 16
4 150 74
4 151 23
4 152 7
4 153 32
4 154 53
4 155 52
4 156 91
4 157 83
4 158 61
4 159 70
4 160 17
4 161 94
4 162 19
4 163 94
4 164 1
4 165 87
4 166 57
4 167 67
4 168 85
4 169 33
4 170 26
4 171 23
4 172 7
4 173 42
4 174 74
4 175 1
4 176 48
4 177 95
4 178 34
4 179 71
4 180 23
4 181 61
4 182 78
4 183 91
4 184 96
4 185 21
4 186 7
4 187 1
4 188 55
4 189 85
4 190 38
4 191 2
4 192 34
4 193 65
4 194 86
4 195 41
4 196 95
4 197 28
4 198 37
4 199 71
4 200 99
5 6 93
5 7 45
5 8 64
5 9 70
5 10 45
5 11 79
5 12 16
5 13 75
5 14 51
5 15 92
5 16 84
5 17 3
5 18 100
5 19 35
5 20 3
5 21 73
5 22 64
5 23 71
5 24 65
5 25 25
5 26 100
5 27 69
5 28 85
5 29 13
5 30 28
5 31 45
5 32 28
5 33 14
5 34 75
5 35 25
5 36 75
5 37 6
5 38 48
5 39 75
5 40 1
5 41 85
5 42 78
5 43 21
5 44 4
5 45 19
5 46 28
5 47 64
5 48 17
5 49 8
5 50 76
5 51 41
5 52 51
5 53 34
5 54 89
5 55 95
5 56 71
5 57 64
5 58 83
5 59 24
5 60 43
5 61 16
5 62 41
5 63 6
5 64 75
5 65 76
5 66 90
5 67 24
5 68 13
5 69 57
5 70 36
5 71 4
5 72 11
5 73 96
5 74 100
5 75 40
5 76 78
