200 5
1 2 56
1 3 92
1 4 9
1 5 52
1 6 64
1 7 9
1 8 7
1 9 38
1 10 39
1 11 65
1 12 13
1 13 2
1 14 72
1 15 86
1 16 92
1 17 12
1 18 16
1 19 18
1 20 92
1 21 75
1 22 67
1 23 44
1 24 45
1 25 6
1 26 2
1 27 46
1 28 95
1 29 12
1 30 83
1 31 74
1 32 31
1 33 44
1 34 96
1 35 1
1 36 21
1 37 62
1 38 94
1 39 94
1 40 83
1 41 100
1 42 20
1 43 86
1 44 85
1 45 24
1 46 58
1 47 25
1 48 69
1 49 80
1 50 28
1 51 32
1 52 17
1 53 25
1 54 95
1 55 28
1 56 94
1 57 57
1 58 83
1 59 29
1 60 35
1 61 60
1 62 53
1 63 46
1 64 74
1 65 23
1 66 8
1 67 64
1 68 95
1 69 68
1 70 71
1 71 99
1 72 42
1 73 8
1 74 30
1 75 14
1 76 100
1 77 46
1 78 4
1 79 55
1 80 44
1 81 19
1 82 57
1 83 17
1 84 0
1 85 11
1 86 6
1 87 4
1 88 76
1 89 81
1 90 59
1 91 10
1 92 73
1 93 20
1 94 83
1 95 8
1 96 3
1 97 50
1 98 23
1 99 76
1 100 16
1 101 1
1 102 95
1 103 95
1 104 17
1 105 11
1 106 77
1 107 56
1 108 6
1 109 38
1 110 32
1 111 4
1 112 78
1 113 84
1 114 83
1 115 98
1 116 96
1 117 20
1 118 82
1 119 71
1 120 94
1 121 40
1 122 18
1 123 12
1 124 1
1 125 13
1 126 75
1 127 84
1 128 69
1 129 90
1 130 69
1 131 81
1 132 24
1 133 1
1 134 23
1 135 81
1 136 54
1 137 92
1 138 6
1 139 12
1 140 50
1 141 96
1 142 83
1 143 34
1 144 57
1 145 15
1 146 25
1 147 18
1 148 63
1 149 64
1 150 25
1 151 85
1 152 23
1 153 10
1 154 14
1 155 8
1 156 15
1 157 41
1 158 32
1 159 51
1 160 93
1 161 26
1 162 35
1 163 28
1 164 28
1 165 82
1 166 32
1 167 11
1 168 82
1 169 37
1 170 7
1 171 47
1 172 18
1 173 13
1 174 30
1 175 54
1 176 86
1 177 100
1 178 92
1 179 62
1 180 89
1 181 37
1 182 64
1 183 53
1 184 16
1 185 48
1 186 99
1 187 75
1 188 28
1 189 83
1 190 34
1 191 50
1 192 39
1 193 44
1 194 5
1 195 9
1 196 19
1 197 34
1 198 50
1 199 6
1 200 31
2 3 60
2 4 9
2 5 38
2 6 88
2 7 53
2 8 62
2 9 14
2 10 100
2 11 35
2 12 36
2 13 88
2 14 68
2 15 26
2 16 30
2 17 73
2 18 21
2 19 45
2 20 32
2 21 59
2 22 79
2 23 63
2 24 37
2 25 25
2 26 6
2 27 5
2 28 32
2 29 85
2 30 58
2 31 52
2 32 91
2 33 19
2 34 47
2 35 64
2 36 93
2 37 68
2 38 82
2 39 38
2 40 95
2 41 96
2 42 88
2 43 24
2 44 14
2 45 93
2 46 38
2 47 72
2 48 58
2 49 63
2 50 70
2 51 64
2 52 2
2 53 8
2 54 32
2 55 7
2 56 59
2 57 3
2 58 66
2 59 87
2 60 77
2 61 53
2 62 73
2 63 35
2 64 66
2 65 27
2 66 28
2 67 77
2 68 48
2 69 67
2 70 6
2 71 52
2 72 2
2 73 46
2 74 64
2 75 12
2 76 11
2 77 14
2 78 24
2 79 77
2 80 34
2 81 31
2 82 94
2 83 35
2 84 49
2 85 100
2 86 5
2 87 47
2 88 87
2 89 72
2 90 24
2 91 26
2 92 65
2 93 28
2 94 14
2 95 52
2 96 51
2 97 19
2 98 91
2 99 70
2 100 53
2 101 35
2 102 46
2 103 57
2 104 90
2 105 11
2 106 47
2 107 16
2 108 79
2 109 37
2 110 56
2 111 2
2 112 37
2 113 6
2 114 74
2 115 96
2 116 30
2 117 79
2 118 1
2 119 90
2 120 95
2 121 71
2 122 97
2 123 23
2 124 86
2 125 6
2 126 22
2 127 79
2 128 47
2 129 92
2 130 14
2 131 87
2 132 44
2 133 89
2 134 25
2 135 15
2 136 86
2 137 22
2 138 68
2 139 75
2 140 58
2 141 79
2 142 48
2 143 33
2 144 83
2 145 64
2 146 62
2 147 93
2 148 43
2 149 75
2 150 64
2 151 22
2 152 42
2 153 2
2 154 61
2 155 72
2 156 64
2 157 95
2 158 68
2 159 28
2 160 23
2 161 74
2 162 9
2 163 93
