150 5
1 2 23
1 3 0
1 4 97
1 5 92
1 6 60
1 7 73
1 8 72
1 9 1
1 10 27
1 11 99
1 12 45
1 13 88
1 14 26
1 15 17
1 16 97
1 17 45
1 18 86
1 19 26
1 20 44
1 21 20
1 22 24
1 23 39
1 24 46
1 25 100
1 26 48
1 27 73
1 28 26
1 29 75
1 30 15
1 31 34
1 32 87
1 33 78
1 34 83
1 35 82
1 36 6
1 37 84
1 38 33
1 39 82
1 40 40
1 41 59
1 42 86
1 43 71
1 44 6
1 45 38
1 46 5
1 47 90
1 48 0
1 49 68
1 50 81
1 51 24
1 52 68
1 53 6
1 54 76
1 55 41
1 56 44
1 57 58
1 58 53
1 59 8
1 60 82
1 61 59
1 62 44
1 63 2
1 64 21
1 65 18
1 66 55
1 67 62
1 68 78
1 69 42
1 70 46
1 71 88
1 72 89
1 73 99
1 74 96
1 75 78
1 76 30
1 77 24
1 78 72
1 79 92
1 80 69
1 81 79
1 82 96
1 83 38
1 84 27
1 85 8
1 86 39
1 87 74
1 88 1
1 89 88
1 90 92
1 91 62
1 92 12
1 93 21
1 94 84
1 95 73
1 96 63
1 97 79
1 98 37
1 99 43
1 100 92
1 101 40
1 102 98
1 103 25
1 104 52
1 105 92
1 106 66
1 107 92
1 108 14
1 109 68
1 110 54
1 111 62
1 112 42
1 113 99
1 114 41
1 115 70
1 116 43
1 117 67
1 118 88
1 119 51
1 120 0
1 121 57
1 122 51
1 123 57
1 124 76
1 125 72
1 126 99
1 127 57
1 128 58
1 129 26
1 130 3
1 131 31
1 132 49
1 133 92
1 134 40
1 135 52
1 136 90
1 137 84
1 138 46
1 139 43
1 140 35
1 141 37
1 142 5
1 143 100
1 144 68
1 145 47
1 146 11
1 147 65
1 148 86
1 149 24
1 150 2
2 3 92
2 4 84
2 5 78
2 6 9
2 7 49
2 8 49
2 9 55
2 10 72
2 11 40
2 12 3
2 13 68
2 14 85
2 15 10
2 16 34
2 17 42
2 18 92
2 19 74
2 20 73
2 21 53
2 22 73
2 23 17
2 24 76
2 25 70
2 26 14
2 27 53
2 28 21
2 29 73
2 30 78
2 31 47
2 32 65
2 33 25
2 34 35
2 35 74
2 36 85
2 37 88
2 38 31
2 39 44
2 40 52
2 41 54
2 42 89
2 43 75
2 44 12
2 45 20
2 46 26
2 47 56
2 48 74
2 49 10
2 50 86
2 51 89
2 52 100
2 53 40
2 54 67
2 55 48
2 56 75
2 57 55
2 58 34
2 59 76
2 60 29
2 61 91
2 62 42
2 63 80
2 64 56
2 65 17
2 66 39
2 67 75
2 68 20
2 69 46
2 70 14
2 71 97
2 72 76
2 73 13
2 74 65
2 75 67
2 76 18
2 77 59
2 78 67
2 79 12
2 80 85
2 81 17
2 82 58
2 83 83
2 84 96
2 85 65
2 86 42
2 87 4
2 88 43
2 89 47
2 90 16
2 91 34
2 92 34
2 93 9
2 94 86
2 95 77
2 96 18
2 97 83
2 98 17
2 99 2
2 100 56
2 101 90
2 102 86
2 103 65
2 104 87
2 105 87
2 106 45
2 107 57
2 108 26
2 109 85
2 110 46
2 111 23
2 112 61
2 113 1
2 114 41
2 115 90
2 116 79
2 117 58
2 118 27
2 119 57
2 120 29
2 121 5
2 122 76
2 123 57
2 124 75
2 125 6
2 126 77
2 127 7
2 128 26
2 129 84
2 130 49
2 131 96
2 132 29
2 133 13
2 134 16
2 135 86
2 136 44
2 137 69
2 138 95
2 139 54
2 140 94
2 141 86
2 142 98
2 143 81
2 144 91
2 145 32
2 146 78
2 147 71
2 148 36
2 149 3
2 150 6
3 4 30
3 5 80
3 6 54
3 7 32
3 8 93
3 9 76
3 10 21
3 11 92
3 12 66
3 13 49
3 14 22
3 15 96
3 16 87
3 17 93
3 18 1
3 19 58
3 20 73
3 21 45
3 22 55
3 23 14
3 24 57
3 25 16
3 26 65
3 27 91
3 28 98
3 29 88
3 30 34
3 31 99
3 32 6
3 33 3
3 34 58
3 35 75
3 36 33
3 37 5
3 38 37
3 39 37
3 40 82
3 41 7
3 42 31
3 43 34
3 44 18
3 45 28
3 46 43
3 47 70
3 48 77
3 49 86
3 50 97
3 51 89
3 52 69
3 53 15
3 54 19
3 55 78
3 56 31
3 57 92
3 58 65
3 59 15
3 60 94
3 61 5
3 62 59
3 63 53
3 64 62
3 65 54
3 66 78
3 67 86
3 68 57
3 69 40
3 70 56
3 71 47
3 72 51
3 73 57
3 74 51
3 75 2
3 76 28
3 77 77
3 78 93
3 79 59
3 80 11
3 81 36
3 82 96
3 83 79
3 84 11
3 85 87
3 86 6
3 87 83
3 88 76
3 89 67
3 90 8
3 91 26
3 92 71
3 93 23
3 94 93
3 95 96
3 96 65
3 97 19
3 98 11
3 99 47
3 100 82
3 101 90
3 102 36
3 103 76
3 104 0
3 105 47
3 106 54
3 107 52
3 108 50
3 109 58
3 110 46
3 111 88
3 112 61
3 113 6
3 114 52
3 115 41
3 116 47
3 117 21
3 118 72
3 119 33
3 120 95
3 121 54
3 122 6
3 123 64
3 124 96
3 125 86
3 126 45
3 127 84
3 128 12
3 129 36
3 130 48
3 131 77
3 132 62
3 133 27
3 134 27
3 135 77
3 136 76
3 137 65
3 138 28
3 139 64
3 140 44
3 141 66
3 142 45
3 143 64
3 144 83
3 145 36
3 146 61
3 147 44
3 148 2
3 149 64
3 150 62
4 5 71
4 6 98
4 7 41
4 8 9
4 9 81
4 10 22
4 11 28
4 12 72
4 13 31
4 14 63
4 15 5
4 16 68
4 17 46
4 18 96
4 19 76
4 20 13
4 21 6
4 22 89
4 23 28
4 24 4
4 25 68
4 26 96
4 27 53
4 28 61
4 29 37
4 30 60
4 31 58
4 32 33
4 33 52
4 34 74
4 35 70
4 36 47
4 37 35
4 38 85
4 39 35
4 40 42
4 41 61
4 42 52
4 43 84
4 44 49
4 45 74
4 46 58
4 47 33
4 48 32
4 49 86
4 50 47
4 51 66
4 52 14
4 53 23
4 54 77
4 55 85
4 56 90
4 57 54
4 58 90
4 59 40
4 60 93
4 61 64
4 62 12
4 63 30
4 64 30
4 65 51
4 66 52
4 67 88
4 68 17
4 69 36
4 70 69
4 71 76
4 72 8
4 73 35
4 74 69
4 75 88
4 76 79
4 77 17
4 78 77
4 79 25
4 80 44
4 81 88
4 82 36
4 83 13
4 84 46
4 85 35
4 86 84
4 87 97
4 88 48
4 89 99
4 90 58
4 91 83
4 92 88
4 93 59
4 94 34
4 95 17
4 96 30
4 97 42
4 98 68
4 99 5
4 100 20
4 101 86
4 102 71
4 103 74
4 104 45
4 105 85
4 106 55
4 107 17
4 108 3
4 109 27
4 110 56
4 111 29
4 112 6
4 113 15
4 114 36
4 115 90
4 116 97
4 117 69
4 118 45
4 119 6
4 120 28
4 121 72
4 122 38
4 123 62
4 124 9
4 125 24
4 126 50
4 127 17
4 128 74
4 129 57
4 130 41
4 131 74
4 132 9
4 133 46
4 134 89
4 135 100
4 136 85
4 137 90
4 138 21
4 139 63
4 140 20
4 141 82
4 142 29
4 143 19
4 144 96
4 145 39
4 146 74
4 147 91
4 148 35
4 149 53
4 150 82
5 6 12
