20 5
1 2 49
1 3 76
1 4 99
1 5 13
1 6 100
1 7 45
1 8 84
1 9 17
1 10 40
1 11 76
1 12 18
1 13 47
1 14 5
1 15 36
1 16 41
1 17 5
1 18 1
1 19 9
1 20 46
2 3 66
2 4 17
2 5 30
2 6 11
2 7 24
2 8 23
2 9 2
2 10 58
2 11 74
2 12 23
2 13 84
2 14 89
2 15 58
2 16 29
2 17 18
2 18 56
2 19 30
2 20 72
3 4 100
3 5 87
3 6 14
3 7 36
3 8 21
3 9 39
3 10 29
3 11 86
3 12 99
3 13 98
3 14 75
3 15 26
3 16 23
3 17 54
3 18 85
3 19 45
3 20 52
4 5 87
4 6 41
4 7 10
4 8 84
4 9 2
4 10 7
4 11 30
4 12 96
4 13 71
4 14 45
4 15 29
4 16 72
4 17 84
4 18 24
4 19 50
4 20 70
5 6 93
5 7 23
5 8 60
5 9 87
5 10 63
5 11 51
5 12 44
5 13 12
5 14 97
5 15 64
5 16 74
5 17 46
5 18 63
5 19 18
5 20 37
6 7 51
6 8 84
6 9 92
6 10 22
6 11 18
6 12 21
6 13 37
6 14 51
6 15 33
6 16 27
6 17 55
6 18 11
6 19 64
6 20 67
7 8 14
7 9 84
7 10 59
7 11 25
7 12 38
7 13 66
7 14 85
7 15 100
7 16 56
7 17 72
7 18 44
7 19 23
7 20 66
8 9 33
8 10 72
8 11 53
8 12 50
8 13 10
8 14 19
8 15 66
8 16 74
8 17 67
8 18 63
8 19 41
8 20 79
9 10 83
9 11 82
9 12 16
9 13 89
9 14 10
9 15 89
9 16 83
9 17 7
9 18 68
9 19 96
9 20 60
10 11 28
10 12 78
10 13 16
10 14 28
10 15 74
10 16 97
10 17 87
10 18 5
10 19 31
10 20 34
11 12 4
11 13 98
11 14 25
11 15 36
11 16 50
11 17 26
11 18 39
11 19 90
11 20 53
12 13 41
12 14 75
12 15 91
12 16 65
12 17 26
12 18 43
12 19 19
12 20 78
13 14 84
13 15 66
13 16 34
13 17 51
13 18 37
13 19 100
13 20 57
14 15 94
14 16 59
14 17 93
14 18 92
14 19 50
14 20 75
15 16 5
15 17 7
15 18 48
15 19 34
15 20 23
16 17 76
16 18 61
16 19 27
16 20 81
17 18 46
17 19 22
17 20 26
18 19 89
18 20 41
19 20 92
