50 15
1 2 72
1 3 5
1 4 91
1 5 12
1 6 49
1 7 83
1 8 93
1 9 37
1 10 53
1 11 86
1 12 83
1 13 46
1 14 13
1 15 33
1 16 0
1 17 23
1 18 84
1 19 60
1 20 57
1 21 74
1 22 27
1 23 86
1 24 67
1 25 58
1 26 56
1 27 12
1 28 97
1 29 49
1 30 60
1 31 69
1 32 82
1 33 74
1 34 29
1 35 87
1 36 24
1 37 25
1 38 45
1 39 73
1 40 72
1 41 32
1 42 35
1 43 88
1 44 99
1 45 36
1 46 26
1 47 10
1 48 38
1 49 28
1 50 79
2 3 41
2 4 76
2 5 76
2 6 71
2 7 12
2 8 81
2 9 64
2 10 27
2 11 40
2 12 11
2 13 62
2 14 21
2 15 68
2 16 6
2 17 54
2 18 12
2 19 97
2 20 23
2 21 50
2 22 67
2 23 0
2 24 59
2 25 52
2 26 10
2 27 2
2 28 17
2 29 97
2 30 51
2 31 81
2 32 51
2 33 30
2 34 35
2 35 5
2 36 65
2 37 20
2 38 75
2 39 82
2 40 75
2 41 100
2 42 75
2 43 97
2 44 17
2 45 74
2 46 46
2 47 37
2 48 31
2 49 60
2 50 88
3 4 22
3 5 89
3 6 95
3 7 91
3 8 13
3 9 17
3 10 21
3 11 78
3 12 10
3 13 93
3 14 42
3 15 10
3 16 44
3 17 84
3 18 94
3 19 19
3 20 1
3 21 16
3 22 84
3 23 63
3 24 86
3 25 0
3 26 86
3 27 23
3 28 100
3 29 59
3 30 26
3 31 30
3 32 15
3 33 9
3 34 41
3 35 46
3 36 4
3 37 75
3 38 20
3 39 90
3 40 70
3 41 32
3 42 73
3 43 42
3 44 29
3 45 17
3 46 93
3 47 40
3 48 49
3 49 31
3 50 32
4 5 35
4 6 28
4 7 4
4 8 50
4 9 55
4 10 93
4 11 54
4 12 53
4 13 40
4 14 45
4 15 19
4 16 86
4 17 44
4 18 36
4 19 76
4 20 45
4 21 38
4 22 63
4 23 80
4 24 28
4 25 19
4 26 15
4 27 87
4 28 51
4 29 88
4 30 65
4 31 69
4 32 54
4 33 78
4 34 24
4 35 12
4 36 23
4 37 79
4 38 50
4 39 82
4 40 21
4 41 4
4 42 19
4 43 23
4 44 55
4 45 61
4 46 25
4 47 65
4 48 79
4 49 72
4 50 85
5 6 41
5 7 59
5 8 36
5 9 15
5 10 50
5 11 82
5 12 65
5 13 84
5 14 95
5 15 32
5 16 42
5 17 61
5 18 79
5 19 94
5 20 80
5 21 87
5 22 91
5 23 11
5 24 32
5 25 68
5 26 89
5 27 85
5 28 73
5 29 98
5 30 100
5 31 23
5 32 75
5 33 91
5 34 78
5 35 96
5 36 35
5 37 55
5 38 88
5 39 54
5 40 100
5 41 23
5 42 85
5 43 69
5 44 43
5 45 74
5 46 100
5 47 14
5 48 35
5 49 91
5 50 81
6 7 60
6 8 98
6 9 59
6 10 68
6 11 83
6 12 86
6 13 56
6 14 75
6 15 77
6 16 39
6 17 87
6 18 76
6 19 85
6 20 33
6 21 35
6 22 72
6 23 50
6 24 72
6 25 59
6 26 86
6 27 50
6 28 73
6 29 71
6 30 32
6 31 97
6 32 22
6 33 33
6 34 17
6 35 6
6 36 0
6 37 83
6 38 93
6 39 81
6 40 20
6 41 86
6 42 44
6 43 38
6 44 99
6 45 23
6 46 91
6 47 15
6 48 72
6 49 20
6 50 36
7 8 22
7 9 63
7 10 17
7 11 61
7 12 95
7 13 19
7 14 38
7 15 26
7 16 81
7 17 38
7 18 58
7 19 19
7 20 100
7 21 84
7 22 60
7 23 50
7 24 67
7 25 45
7 26 42
7 27 46
7 28 70
7 29 13
7 30 7
7 31 21
7 32 50
7 33 81
7 34 30
7 35 27
7 36 89
7 37 30
7 38 15
7 39 26
7 40 83
7 41 26
7 42 3
7 43 75
7 44 97
7 45 20
7 46 78
7 47 84
7 48 29
7 49 98
7 50 32
8 9 15
8 10 25
8 11 91
8 12 71
8 13 29
8 14 56
8 15 55
8 16 12
8 17 32
8 18 2
8 19 49
8 20 95
8 21 69
8 22 31
8 23 32
8 24 12
8 25 95
8 26 98
8 27 92
8 28 40
8 29 16
8 30 5
8 31 59
8 32 62
8 33 62
8 34 41
8 35 51
8 36 55
